# DerivedNormalizationProps-14.0.0.txt
# Date: 2021-06-04, 02:19:20 GMT
# © 2021 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use, see http://www.unicode.org/terms_of_use.html
#
# Unicode Character Database
#   For documentation, see http://www.unicode.org/reports/tr44/

# ================================================

# Derived Property: FC_NFKC_Closure  (DEPRECATED as of Unicode 6.0.0)
#  Generated from computing: b = NFKC(Fold(a)); c = NFKC(Fold(b));
#  Then if (c != b) add the mapping from a to c to the set of
#  mappings that constitute the FC_NFKC_Closure list
#  Uses the full case folding from CaseFolding.txt, without the T option.

037A  ; FC_NFKC; 0020 03B9      # Lm  GREEK YPOGEGRAMMENI
1D462         ; NFKC_CF; 0075           # L&       MATHEMATICAL ITALIC SMALL U
1D463         ; NFKC_CF; 0076           # L&       MATHEMATICAL ITALIC SMALL V
1D464         ; NFKC_CF; 0077           # L&       MATHEMATICAL ITALIC SMALL W
1D465         ; NFKC_CF; 0078           # L&       MATHEMATICAL ITALIC SMALL X
1D466         ; NFKC_CF; 0079           # L&       MATHEMATICAL ITALIC SMALL Y
1D467         ; NFKC_CF; 007A           # L&       MATHEMATICAL ITALIC SMALL Z
1D468         ; NFKC_CF; 0061           # L&       MATHEMATICAL BOLD ITALIC CAPITAL A
1D469         ; NFKC_CF; 0062           # L&       MATHEMATICAL BOLD ITALIC CAPITAL B
1D46A         ; NFKC_CF; 0063           # L&       MATHEMATICAL BOLD ITALIC CAPITAL C
1D46B         ; NFKC_CF; 0064           # L&       MATHEMATICAL BOLD ITALIC CAPITAL D
1D46C         ; NFKC_CF; 0065           # L&       MATHEMATICAL BOLD ITALIC CAPITAL E
1D46D         ; NFKC_CF; 0066           # L&       MATHEMATICAL BOLD ITALIC CAPITAL F
1D46E         ; NFKC_CF; 0067           # L&       MATHEMATICAL BOLD ITALIC CAPITAL G
1D46F         ; NFKC_CF; 0068           # L&       MATHEMATICAL BOLD ITALIC CAPITAL H
1D470         ; NFKC_CF; 0069           # L&       MATHEMATICAL BOLD ITALIC CAPITAL I
1D471         ; NFKC_CF; 006A           # L&       MATHEMATICAL BOLD ITALIC CAPITAL J
1D472         ; NFKC_CF; 006B           # L&       MATHEMATICAL BOLD ITALIC CAPITAL K
1D473         ; NFKC_CF; 006C           # L&       MATHEMATICAL BOLD ITALIC CAPITAL L
1D474         ; NFKC_CF; 006D           # L&       MATHEMATICAL BOLD ITALIC CAPITAL M
1D475         ; NFKC_CF; 006E           # L&       MATHEMATICAL BOLD ITALIC CAPITAL N
1D476         ; NFKC_CF; 006F           # L&       MATHEMATICAL BOLD ITALIC CAPITAL O
1D477         ; NFKC_CF; 0070           # L&       MATHEMATICAL BOLD ITALIC CAPITAL P
1D478         ; NFKC_CF; 0071           # L&       MATHEMATICAL BOLD ITALIC CAPITAL Q
1D479         ; NFKC_CF; 0072           # L&       MATHEMATICAL BOLD ITALIC CAPITAL R
1D47A         ; NFKC_CF; 0073           # L&       MATHEMATICAL BOLD ITALIC CAPITAL S
1D47B         ; NFKC_CF; 0074           # L&       MATHEMATICAL BOLD ITALIC CAPITAL T
1D47C         ; NFKC_CF; 0075           # L&       MATHEMATICAL BOLD ITALIC CAPITAL U
1D47D         ; NFKC_CF; 0076           # L&       MATHEMATICAL BOLD ITALIC CAPITAL V
1D47E         ; NFKC_CF; 0077           # L&       MATHEMATICAL BOLD ITALIC CAPITAL W
1D47F         ; NFKC_CF; 0078           # L&       MATHEMATICAL BOLD ITALIC CAPITAL X
1D480         ; NFKC_CF; 0079           # L&       MATHEMATICAL BOLD ITALIC CAPITAL Y
1D481         ; NFKC_CF; 007A           # L&       MATHEMATICAL BOLD ITALIC CAPITAL Z
1D482         ; NFKC_CF; 0061           # L&       MATHEMATICAL BOLD ITALIC SMALL A
1D483         ; NFKC_CF; 0062           # L&       MATHEMATICAL BOLD ITALIC SMALL B
1D484         ; NFKC_CF; 0063           # L&       MATHEMATICAL BOLD ITALIC SMALL C
1D485         ; NFKC_CF; 0064           # L&       MATHEMATICAL BOLD ITALIC SMALL D
1D486         ; NFKC_CF; 0065           # L&       MATHEMATICAL BOLD ITALIC SMALL E
1D487         ; NFKC_CF; 0066           # L&       MATHEMATICAL BOLD ITALIC SMALL F
1D488         ; NFKC_CF; 0067           # L&       MATHEMATICAL BOLD ITALIC SMALL G
1D489         ; NFKC_CF; 0068           # L&       MATHEMATICAL BOLD ITALIC SMALL H
1D48A         ; NFKC_CF; 0069           # L&       MATHEMATICAL BOLD ITALIC SMALL I
1D48B         ; NFKC_CF; 006A           # L&       MATHEMATICAL BOLD ITALIC SMALL J
1D48C         ; NFKC_CF; 006B           # L&       MATHEMATICAL BOLD ITALIC SMALL K
1D48D         ; NFKC_CF; 006C           # L&       MATHEMATICAL BOLD ITALIC SMALL L
1D48E         ; NFKC_CF; 006D           # L&       MATHEMATICAL BOLD ITALIC SMALL M
1D48F         ; NFKC_CF; 006E           # L&       MATHEMATICAL BOLD ITALIC SMALL N
1D490         ; NFKC_CF; 006F           # L&       MATHEMATICAL BOLD ITALIC SMALL O
1D491         ; NFKC_CF; 0070           # L&       MATHEMATICAL BOLD ITALIC SMALL P
1D492         ; NFKC_CF; 0071           # L&       MATHEMATICAL BOLD ITALIC SMALL Q
1D493         ; NFKC_CF; 0072           # L&       MATHEMATICAL BOLD ITALIC SMALL R
1D494         ; NFKC_CF; 0073           # L&       MATHEMATICAL BOLD ITALIC SMALL S
1D495         ; NFKC_CF; 0074           # L&       MATHEMATICAL BOLD ITALIC SMALL T
1D496         ; NFKC_CF; 0075           # L&       MATHEMATICAL BOLD ITALIC SMALL U
1D497         ; NFKC_CF; 0076           # L&       MATHEMATICAL BOLD ITALIC SMALL V
1D498         ; NFKC_CF; 0077           # L&       MATHEMATICAL BOLD ITALIC SMALL W
1D499         ; NFKC_CF; 0078           # L&       MATHEMATICAL BOLD ITALIC SMALL X
1D49A         ; NFKC_CF; 0079           # L&       MATHEMATICAL BOLD ITALIC SMALL Y
1D49B         ; NFKC_CF; 007A           # L&       MATHEMATICAL BOLD ITALIC SMALL Z
1D49C         ; NFKC_CF; 0061           # L&       MATHEMATICAL SCRIPT CAPITAL A
1D49E         ; NFKC_CF; 0063           # L&       MATHEMATICAL SCRIPT CAPITAL C
1D49F         ; NFKC_CF; 0064           # L&       MATHEMATICAL SCRIPT CAPITAL D
1D4A2         ; NFKC_CF; 0067           # L&       MATHEMATICAL SCRIPT CAPITAL G
1D4A5         ; NFKC_CF; 006A           # L&       MATHEMATICAL SCRIPT CAPITAL J
1D4A6         ; NFKC_CF; 006B           # L&       MATHEMATICAL SCRIPT CAPITAL K
1D4A9         ; NFKC_CF; 006E           # L&       MATHEMATICAL SCRIPT CAPITAL N
1D4AA         ; NFKC_CF; 006F           # L&       MATHEMATICAL SCRIPT CAPITAL O
1D4AB         ; NFKC_CF; 0070           # L&       MATHEMATICAL SCRIPT CAPITAL P
1D4AC         ; NFKC_CF; 0071           # L&       MATHEMATICAL SCRIPT CAPITAL Q
1D4AE         ; NFKC_CF; 0073           # L&       MATHEMATICAL SCRIPT CAPITAL S
1D4AF         ; NFKC_CF; 0074           # L&       MATHEMATICAL SCRIPT CAPITAL T
1D4B0         ; NFKC_CF; 0075           # L&       MATHEMATICAL SCRIPT CAPITAL U
1D4B1         ; NFKC_CF; 0076           # L&       MATHEMATICAL SCRIPT CAPITAL V
1D4B2         ; NFKC_CF; 0077           # L&       MATHEMATICAL SCRIPT CAPITAL W
1D4B3         ; NFKC_CF; 0078           # L&       MATHEMATICAL SCRIPT CAPITAL X
1D4B4         ; NFKC_CF; 0079           # L&       MATHEMATICAL SCRIPT CAPITAL Y
1D4B5         ; NFKC_CF; 007A           # L&       MATHEMATICAL SCRIPT CAPITAL Z
1D4B6         ; NFKC_CF; 0061           # L&       MATHEMATICAL SCRIPT SMALL A
1D4B7         ; NFKC_CF; 0062           # L&       MATHEMATICAL SCRIPT SMALL B
1D4B8         ; NFKC_CF; 0063           # L&       MATHEMATICAL SCRIPT SMALL C
1D4B9         ; NFKC_CF; 0064           # L&       MATHEMATICAL SCRIPT SMALL D
1D4BB         ; NFKC_CF; 0066           # L&       MATHEMATICAL SCRIPT SMALL F
1D4BD         ; NFKC_CF; 0068           # L&       MATHEMATICAL SCRIPT SMALL H
1D4BE         ; NFKC_CF; 0069           # L&       MATHEMATICAL SCRIPT SMALL I
1D4BF         ; NFKC_CF; 006A           # L&       MATHEMATICAL SCRIPT SMALL J
1D4C0         ; NFKC_CF; 006B           # L&       MATHEMATICAL SCRIPT SMALL K
1D4C1         ; NFKC_CF; 006C           # L&       MATHEMATICAL SCRIPT SMALL L
1D4C2         ; NFKC_CF; 006D           # L&       MATHEMATICAL SCRIPT SMALL M
1D4C3         ; NFKC_CF; 006E           # L&       MATHEMATICAL SCRIPT SMALL N
1D4C5         ; NFKC_CF; 0070           # L&       MATHEMATICAL SCRIPT SMALL P
1D4C6         ; NFKC_CF; 0071           # L&       MATHEMATICAL SCRIPT SMALL Q
1D4C7         ; NFKC_CF; 0072           # L&       MATHEMATICAL SCRIPT SMALL R
1D4C8         ; NFKC_CF; 0073           # L&       MATHEMATICAL SCRIPT SMALL S
1D4C9         ; NFKC_CF; 0074           # L&       MATHEMATICAL SCRIPT SMALL T
1D4CA         ; NFKC_CF; 0075           # L&       MATHEMATICAL SCRIPT SMALL U
1D4CB         ; NFKC_CF; 0076           # L&       MATHEMATICAL SCRIPT SMALL V
1D4CC         ; NFKC_CF; 0077           # L&       MATHEMATICAL SCRIPT SMALL W
1D4CD         ; NFKC_CF; 0078           # L&       MATHEMATICAL SCRIPT SMALL X
1D4CE         ; NFKC_CF; 0079           # L&       MATHEMATICAL SCRIPT SMALL Y
1D4CF         ; NFKC_CF; 007A           # L&       MATHEMATICAL SCRIPT SMALL Z
1D4D0         ; NFKC_CF; 0061           # L&       MATHEMATICAL BOLD SCRIPT CAPITAL A
1D4D1         ; NFKC_CF; 0062           # L&       MATHEMATICAL BOLD SCRIPT CAPITAL B
1D4D2         ; NFKC_CF; 0063           # L&       MATHEMATICAL BOLD SCRIPT CAPITAL C
1D4D3         ; NFKC_CF; 0064           # L&       MATHEMATICAL BOLD SCRIPT CAPITAL D
1D4D4         ; NFKC_CF; 0065           # L&       MATHEMATICAL BOLD SCRIPT CAPITAL E
1D4D5         ; NFKC_CF; 0066           # L&       MATHEMATICAL BOLD SCRIPT CAPITAL F
1D4D6         ; NFKC_CF; 0067           # L&       MATHEMATICAL BOLD SCRIPT CAPITAL G
1D4D7         ; NFKC_CF; 0068           # L&       MATHEMATICAL BOLD SCRIPT CAPITAL H
1D4D8         ; NFKC_CF; 0069           # L&       MATHEMATICAL BOLD SCRIPT CAPITAL I
1D4D9         ; NFKC_CF; 006A           # L&       MATHEMATICAL BOLD SCRIPT CAPITAL J
1D4DA         ; NFKC_CF; 006B           # L&       MATHEMATICAL BOLD SCRIPT CAPITAL K
1D4DB         ; NFKC_CF; 006C           # L&       MATHEMATICAL BOLD SCRIPT CAPITAL L
1D4DC         ; NFKC_CF; 006D           # L&       MATHEMATICAL BOLD SCRIPT CAPITAL M
1D4DD         ; NFKC_CF; 006E           # L&       MATHEMATICAL BOLD SCRIPT CAPITAL N
1D4DE         ; NFKC_CF; 006F           # L&       MATHEMATICAL BOLD SCRIPT CAPITAL O
1D4DF         ; NFKC_CF; 0070           # L&       MATHEMATICAL BOLD SCRIPT CAPITAL P
1D4E0         ; NFKC_CF; 0071           # L&       MATHEMATICAL BOLD SCRIPT CAPITAL Q
1D4E1         ; NFKC_CF; 0072           # L&       MATHEMATICAL BOLD SCRIPT CAPITAL R
1D4E2         ; NFKC_CF; 0073           # L&       MATHEMATICAL BOLD SCRIPT CAPITAL S
1D4E3         ; NFKC_CF; 0074           # L&       MATHEMATICAL BOLD SCRIPT CAPITAL T
1D4E4         ; NFKC_CF; 0075           # L&       MATHEMATICAL BOLD SCRIPT CAPITAL U
1D4E5         ; NFKC_CF; 0076           # L&       MATHEMATICAL BOLD SCRIPT CAPITAL V
1D4E6         ; NFKC_CF; 0077           # L&       MATHEMATICAL BOLD SCRIPT CAPITAL W
1D4E7         ; NFKC_CF; 0078           # L&       MATHEMATICAL BOLD SCRIPT CAPITAL X
1D4E8         ; NFKC_CF; 0079           # L&       MATHEMATICAL BOLD SCRIPT CAPITAL Y
1D4E9         ; NFKC_CF; 007A           # L&       MATHEMATICAL BOLD SCRIPT CAPITAL Z
1D4EA         ; NFKC_CF; 0061           # L&       MATHEMATICAL BOLD SCRIPT SMALL A
1D4EB         ; NFKC_CF; 0062           # L&       MATHEMATICAL BOLD SCRIPT SMALL B
1D4EC         ; NFKC_CF; 0063           # L&       MATHEMATICAL BOLD SCRIPT SMALL C
1D4ED         ; NFKC_CF; 0064           # L&       MATHEMATICAL BOLD SCRIPT SMALL D
1D4EE         ; NFKC_CF; 0065           # L&       MATHEMATICAL BOLD SCRIPT SMALL E
1D4EF         ; NFKC_CF; 0066           # L&       MATHEMATICAL BOLD SCRIPT SMALL F
1D4F0         ; NFKC_CF; 0067           # L&       MATHEMATICAL BOLD SCRIPT SMALL G
1D4F1         ; NFKC_CF; 0068           # L&       MATHEMATICAL BOLD SCRIPT SMALL H
1D4F2         ; NFKC_CF; 0069           # L&       MATHEMATICAL BOLD SCRIPT SMALL I
1D4F3         ; NFKC_CF; 006A           # L&       MATHEMATICAL BOLD SCRIPT SMALL J
1D4F4         ; NFKC_CF; 006B           # L&       MATHEMATICAL BOLD SCRIPT SMALL K
1D4F5         ; NFKC_CF; 006C           # L&       MATHEMATICAL BOLD SCRIPT SMALL L
1D4F6         ; NFKC_CF; 006D           # L&       MATHEMATICAL BOLD SCRIPT SMALL M
1D4F7         ; NFKC_CF; 006E           # L&       MATHEMATICAL BOLD SCRIPT SMALL N
1D4F8         ; NFKC_CF; 006F           # L&       MATHEMATICAL BOLD SCRIPT SMALL O
1D4F9         ; NFKC_CF; 0070           # L&       MATHEMATICAL BOLD SCRIPT SMALL P
1D4FA         ; NFKC_CF; 0071           # L&       MATHEMATICAL BOLD SCRIPT SMALL Q
1D4FB         ; NFKC_CF; 0072           # L&       MATHEMATICAL BOLD SCRIPT SMALL R
1D4FC         ; NFKC_CF; 0073           # L&       MATHEMATICAL BOLD SCRIPT SMALL S
1D4FD         ; NFKC_CF; 0074           # L&       MATHEMATICAL BOLD SCRIPT SMALL T
1D4FE         ; NFKC_CF; 0075           # L&       MATHEMATICAL BOLD SCRIPT SMALL U
1D4FF         ; NFKC_CF; 0076           # L&       MATHEMATICAL BOLD SCRIPT SMALL V
1D500         ; NFKC_CF; 0077           # L&       MATHEMATICAL BOLD SCRIPT SMALL W
1D501         ; NFKC_CF; 0078           # L&       MATHEMATICAL BOLD SCRIPT SMALL X
1D502         ; NFKC_CF; 0079           # L&       MATHEMATICAL BOLD SCRIPT SMALL Y
1D503         ; NFKC_CF; 007A           # L&       MATHEMATICAL BOLD SCRIPT SMALL Z
1D504         ; NFKC_CF; 0061           # L&       MATHEMATICAL FRAKTUR CAPITAL A
1D505         ; NFKC_CF; 0062           # L&       MATHEMATICAL FRAKTUR CAPITAL B
1D507         ; NFKC_CF; 0064           # L&       MATHEMATICAL FRAKTUR CAPITAL D
1D508         ; NFKC_CF; 0065           # L&       MATHEMATICAL FRAKTUR CAPITAL E
1D509         ; NFKC_CF; 0066           # L&       MATHEMATICAL FRAKTUR CAPITAL F
1D50A         ; NFKC_CF; 0067           # L&       MATHEMATICAL FRAKTUR CAPITAL G
1D50D         ; NFKC_CF; 006A           # L&       MATHEMATICAL FRAKTUR CAPITAL J
1D50E         ; NFKC_CF; 006B           # L&       MATHEMATICAL FRAKTUR CAPITAL K
1D50F         ; NFKC_CF; 006C           # L&       MATHEMATICAL FRAKTUR CAPITAL L
1D510         ; NFKC_CF; 006D           # L&       MATHEMATICAL FRAKTUR CAPITAL M
1D511         ; NFKC_CF; 006E           # L&       MATHEMATICAL FRAKTUR CAPITAL N
1D512         ; NFKC_CF; 006F           # L&       MATHEMATICAL FRAKTUR CAPITAL O
1D513         ; NFKC_CF; 0070           # L&       MATHEMATICAL FRAKTUR CAPITAL P
1D514         ; NFKC_CF; 0071           # L&       MATHEMATICAL FRAKTUR CAPITAL Q
1D516         ; NFKC_CF; 0073           # L&       MATHEMATICAL FRAKTUR CAPITAL S
1D517         ; NFKC_CF; 0074           # L&       MATHEMATICAL FRAKTUR CAPITAL T
1D518         ; NFKC_CF; 0075           # L&       MATHEMATICAL FRAKTUR CAPITAL U
1D519         ; NFKC_CF; 0076           # L&       MATHEMATICAL FRAKTUR CAPITAL V
1D51A         ; NFKC_CF; 0077           # L&       MATHEMATICAL FRAKTUR CAPITAL W
1D51B         ; NFKC_CF; 0078           # L&       MATHEMATICAL FRAKTUR CAPITAL X
1D51C         ; NFKC_CF; 0079           # L&       MATHEMATICAL FRAKTUR CAPITAL Y
1D51E         ; NFKC_CF; 0061           # L&       MATHEMATICAL FRAKTUR SMALL A
1D51F         ; NFKC_CF; 0062           # L&       MATHEMATICAL FRAKTUR SMALL B
1D520         ; NFKC_CF; 0063           # L&       MATHEMATICAL FRAKTUR SMALL C
1D521         ; NFKC_CF; 0064           # L&       MATHEMATICAL FRAKTUR SMALL D
1D522         ; NFKC_CF; 0065           # L&       MATHEMATICAL FRAKTUR SMALL E
1D523         ; NFKC_CF; 0066           # L&       MATHEMATICAL FRAKTUR SMALL F
1D524         ; NFKC_CF; 0067           # L&       MATHEMATICAL FRAKTUR SMALL G
1D525         ; NFKC_CF; 0068           # L&       MATHEMATICAL FRAKTUR SMALL H
1D526         ; NFKC_CF; 0069           # L&       MATHEMATICAL FRAKTUR SMALL I
1D527         ; NFKC_CF; 006A           # L&       MATHEMATICAL FRAKTUR SMALL J
1D528         ; NFKC_CF; 006B           # L&       MATHEMATICAL FRAKTUR SMALL K
1D529         ; NFKC_CF; 006C           # L&       MATHEMATICAL FRAKTUR SMALL L
1D52A         ; NFKC_CF; 006D           # L&       MATHEMATICAL FRAKTUR SMALL M
1D52B         ; NFKC_CF; 006E           # L&       MATHEMATICAL FRAKTUR SMALL N
1D52C         ; NFKC_CF; 006F           # L&       MATHEMATICAL FRAKTUR SMALL O
1D52D         ; NFKC_CF; 0070           # L&       MATHEMATICAL FRAKTUR SMALL P
1D52E         ; NFKC_CF; 0071           # L&       MATHEMATICAL FRAKTUR SMALL Q
1D52F         ; NFKC_CF; 0072           # L&       MATHEMATICAL FRAKTUR SMALL R
1D530         ; NFKC_CF; 0073           # L&       MATHEMATICAL FRAKTUR SMALL S
1D531         ; NFKC_CF; 0074           # L&       MATHEMATICAL FRAKTUR SMALL T
1D532         ; NFKC_CF; 0075           # L&       MATHEMATICAL FRAKTUR SMALL U
1D533         ; NFKC_CF; 0076           # L&       MATHEMATICAL FRAKTUR SMALL V
1D534         ; NFKC_CF; 0077           # L&       MATHEMATICAL FRAKTUR SMALL W
1D535         ; NFKC_CF; 0078           # L&       MATHEMATICAL FRAKTUR SMALL X
1D536         ; NFKC_CF; 0079           # L&       MATHEMATICAL FRAKTUR SMALL Y
1D537         ; NFKC_CF; 007A           # L&       MATHEMATICAL FRAKTUR SMALL Z
1D538         ; NFKC_CF; 0061           # L&       MATHEMATICAL DOUBLE-STRUCK CAPITAL A
1D539         ; NFKC_CF; 0062           # L&       MATHEMATICAL DOUBLE-STRUCK CAPITAL B
1D53B         ; NFKC_CF; 0064           # L&       MATHEMATICAL DOUBLE-STRUCK CAPITAL D
1D53C         ; NFKC_CF; 0065           # L&       MATHEMATICAL DOUBLE-STRUCK CAPITAL E
1D53D         ; NFKC_CF; 0066           # L&       MATHEMATICAL DOUBLE-STRUCK CAPITAL F
1D53E         ; NFKC_CF; 0067           # L&       MATHEMATICAL DOUBLE-STRUCK CAPITAL G
1D540         ; NFKC_CF; 0069           # L&       MATHEMATICAL DOUBLE-STRUCK CAPITAL I
1D541         ; NFKC_CF; 006A           # L&       MATHEMATICAL DOUBLE-STRUCK CAPITAL J
1D542         ; NFKC_CF; 006B           # L&       MATHEMATICAL DOUBLE-STRUCK CAPITAL K
1D543         ; NFKC_CF; 006C           # L&       MATHEMATICAL DOUBLE-STRUCK CAPITAL L
1D544         ; NFKC_CF; 006D           # L&       MATHEMATICAL DOUBLE-STRUCK CAPITAL M
1D546         ; NFKC_CF; 006F           # L&       MATHEMATICAL DOUBLE-STRUCK CAPITAL O
1D54A         ; NFKC_CF; 0073           # L&       MATHEMATICAL DOUBLE-STRUCK CAPITAL S
1D54B         ; NFKC_CF; 0074           # L&       MATHEMATICAL DOUBLE-STRUCK CAPITAL T
1D54C         ; NFKC_CF; 0075           # L&       MATHEMATICAL DOUBLE-STRUCK CAPITAL U
1D54D         ; NFKC_CF; 0076           # L&       MATHEMATICAL DOUBLE-STRUCK CAPITAL V
1D54E         ; NFKC_CF; 0077           # L&       MATHEMATICAL DOUBLE-STRUCK CAPITAL W
1D54F         ; NFKC_CF; 0078           # L&       MATHEMATICAL DOUBLE-STRUCK CAPITAL X
1D550         ; NFKC_CF; 0079           # L&       MATHEMATICAL DOUBLE-STRUCK CAPITAL Y
1D552         ; NFKC_CF; 0061           # L&       MATHEMATICAL DOUBLE-STRUCK SMALL A
1D553         ; NFKC_CF; 0062           # L&       MATHEMATICAL DOUBLE-STRUCK SMALL B
1D554         ; NFKC_CF; 0063           # L&       MATHEMATICAL DOUBLE-STRUCK SMALL C
1D555         ; NFKC_CF; 0064           # L&       MATHEMATICAL DOUBLE-STRUCK SMALL D
1D556         ; NFKC_CF; 0065           # L&       MATHEMATICAL DOUBLE-STRUCK SMALL E
1D557         ; NFKC_CF; 0066           # L&       MATHEMATICAL DOUBLE-STRUCK SMALL F
1D558         ; NFKC_CF; 0067           # L&       MATHEMATICAL DOUBLE-STRUCK SMALL G
1D559         ; NFKC_CF; 0068           # L&       MATHEMATICAL DOUBLE-STRUCK SMALL H
1D55A         ; NFKC_CF; 0069           # L&       MATHEMATICAL DOUBLE-STRUCK SMALL I
1D55B         ; NFKC_CF; 006A           # L&       MATHEMATICAL DOUBLE-STRUCK SMALL J
1D55C         ; NFKC_CF; 006B           # L&       MATHEMATICAL DOUBLE-STRUCK SMALL K
1D55D         ; NFKC_CF; 006C           # L&       MATHEMATICAL DOUBLE-STRUCK SMALL L
1D55E         ; NFKC_CF; 006D           # L&       MATHEMATICAL DOUBLE-STRUCK SMALL M
1D55F         ; NFKC_CF; 006E           # L&       MATHEMATICAL DOUBLE-STRUCK SMALL N
1D560         ; NFKC_CF; 006F           # L&       MATHEMATICAL DOUBLE-STRUCK SMALL O
1D561         ; NFKC_CF; 0070           # L&       MATHEMATICAL DOUBLE-STRUCK SMALL P
1D562         ; NFKC_CF; 0071           # L&       MATHEMATICAL DOUBLE-STRUCK SMALL Q
1D563         ; NFKC_CF; 0072           # L&       MATHEMATICAL DOUBLE-STRUCK SMALL R
1D564         ; NFKC_CF; 0073           # L&       MATHEMATICAL DOUBLE-STRUCK SMALL S
1D565         ; NFKC_CF; 0074           # L&       MATHEMATICAL DOUBLE-STRUCK SMALL T
1D566         ; NFKC_CF; 0075           # L&       MATHEMATICAL DOUBLE-STRUCK SMALL U
1D567         ; NFKC_CF; 0076           # L&       MATHEMATICAL DOUBLE-STRUCK SMALL V
1D568         ; NFKC_CF; 0077           # L&       MATHEMATICAL DOUBLE-STRUCK SMALL W
1D569         ; NFKC_CF; 0078           # L&       MATHEMATICAL DOUBLE-STRUCK SMALL X
1D56A         ; NFKC_CF; 0079           # L&       MATHEMATICAL DOUBLE-STRUCK SMALL Y
1D56B         ; NFKC_CF; 007A           # L&       MATHEMATICAL DOUBLE-STRUCK SMALL Z
1D56C         ; NFKC_CF; 0061           # L&       MATHEMATICAL BOLD FRAKTUR CAPITAL A
1D56D         ; NFKC_CF; 0062           # L&       MATHEMATICAL BOLD FRAKTUR CAPITAL B
1D56E         ; NFKC_CF; 0063           # L&       MATHEMATICAL BOLD FRAKTUR CAPITAL C
1D56F         ; NFKC_CF; 0064           # L&       MATHEMATICAL BOLD FRAKTUR CAPITAL D
1D570         ; NFKC_CF; 0065           # L&       MATHEMATICAL BOLD FRAKTUR CAPITAL E
1D571         ; NFKC_CF; 0066           # L&       MATHEMATICAL BOLD FRAKTUR CAPITAL F
1D572         ; NFKC_CF; 0067           # L&       MATHEMATICAL BOLD FRAKTUR CAPITAL G
1D573         ; NFKC_CF; 0068           # L&       MATHEMATICAL BOLD FRAKTUR CAPITAL H
1D574         ; NFKC_CF; 0069           # L&       MATHEMATICAL BOLD FRAKTUR CAPITAL I
1D575         ; NFKC_CF; 006A           # L&       MATHEMATICAL BOLD FRAKTUR CAPITAL J
1D576         ; NFKC_CF; 006B           # L&       MATHEMATICAL BOLD FRAKTUR CAPITAL K
1D577         ; NFKC_CF; 006C           # L&       MATHEMATICAL BOLD FRAKTUR CAPITAL L
1D578         ; NFKC_CF; 006D           # L&       MATHEMATICAL BOLD FRAKTUR CAPITAL M
1D579         ; NFKC_CF; 006E           # L&       MATHEMATICAL BOLD FRAKTUR CAPITAL N
1D57A         ; NFKC_CF; 006F           # L&       MATHEMATICAL BOLD FRAKTUR CAPITAL O
1D57B         ; NFKC_CF; 0070           # L&       MATHEMATICAL BOLD FRAKTUR CAPITAL P
1D57C         ; NFKC_CF; 0071           # L&       MATHEMATICAL BOLD FRAKTUR CAPITAL Q
1D57D         ; NFKC_CF; 0072           # L&       MATHEMATICAL BOLD FRAKTUR CAPITAL R
1D57E         ; NFKC_CF; 0073           # L&       MATHEMATICAL BOLD FRAKTUR CAPITAL S
1D57F         ; NFKC_CF; 0074           # L&       MATHEMATICAL BOLD FRAKTUR CAPITAL T
1D580         ; NFKC_CF; 0075           # L&       MATHEMATICAL BOLD FRAKTUR CAPITAL U
1D581         ; NFKC_CF; 0076           # L&       MATHEMATICAL BOLD FRAKTUR CAPITAL V
1D582         ; NFKC_CF; 0077           # L&       MATHEMATICAL BOLD FRAKTUR CAPITAL W
1D583         ; NFKC_CF; 0078           # L&       MATHEMATICAL BOLD FRAKTUR CAPITAL X
1D584         ; NFKC_CF; 0079           # L&       MATHEMATICAL BOLD FRAKTUR CAPITAL Y
1D585         ; NFKC_CF; 007A           # L&       MATHEMATICAL BOLD FRAKTUR CAPITAL Z
1D586         ; NFKC_CF; 0061           # L&       MATHEMATICAL BOLD FRAKTUR SMALL A
1D587         ; NFKC_CF; 0062           # L&       MATHEMATICAL BOLD FRAKTUR SMALL B
1D588         ; NFKC_CF; 0063           # L&       MATHEMATICAL BOLD FRAKTUR SMALL C
1D589         ; NFKC_CF; 0064           # L&       MATHEMATICAL BOLD FRAKTUR SMALL D
1D58A         ; NFKC_CF; 0065           # L&       MATHEMATICAL BOLD FRAKTUR SMALL E
1D58B         ; NFKC_CF; 0066           # L&       MATHEMATICAL BOLD FRAKTUR SMALL F
1D58C         ; NFKC_CF; 0067           # L&       MATHEMATICAL BOLD FRAKTUR SMALL G
1D58D         ; NFKC_CF; 0068           # L&       MATHEMATICAL BOLD FRAKTUR SMALL H
1D58E         ; NFKC_CF; 0069           # L&       MATHEMATICAL BOLD FRAKTUR SMALL I
1D58F         ; NFKC_CF; 006A           # L&       MATHEMATICAL BOLD FRAKTUR SMALL J
1D590         ; NFKC_CF; 006B           # L&       MATHEMATICAL BOLD FRAKTUR SMALL K
1D591         ; NFKC_CF; 006C           # L&       MATHEMATICAL BOLD FRAKTUR SMALL L
1D592         ; NFKC_CF; 006D           # L&       MATHEMATICAL BOLD FRAKTUR SMALL M
1D593         ; NFKC_CF; 006E           # L&       MATHEMATICAL BOLD FRAKTUR SMALL N
