# DerivedCoreProperties-16.0.0.txt
# Date: 2024-05-31, 18:09:32 GMT
# © 2024 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
# Unicode Character Database
#   For documentation, see https://www.unicode.org/reports/tr44/

# ================================================

# Derived Property: Math
#  Generated from: Sm + Other_Math

002B          ; Math
08CA..08E1    ; Grapheme_Extend
08E3..0902    ; Grapheme_Extend
093A          ; Grapheme_Extend
093C          ; Grapheme_Extend
0941..0948    ; Grapheme_Extend
094D          ; Grapheme_Extend
0951..0957    ; Grapheme_Extend
0962..0963    ; Grapheme_Extend
0981          ; Grapheme_Extend
09BC          ; Grapheme_Extend
09BE          ; Grapheme_Extend
09C1..09C4    ; Grapheme_Extend
09CD          ; Grapheme_Extend
09D7          ; Grapheme_Extend
09E2..09E3    ; Grapheme_Extend
09FE          ; Grapheme_Extend
0A01..0A02    ; Grapheme_Extend
0A3C          ; Grapheme_Extend
0A41..0A42    ; Grapheme_Extend
0A47..0A48    ; Grapheme_Extend
0A4B..0A4D    ; Grapheme_Extend
0A51          ; Grapheme_Extend
0A70..0A71    ; Grapheme_Extend
0A75          ; Grapheme_Extend
0A81..0A82    ; Grapheme_Extend
0ABC          ; Grapheme_Extend
0AC1..0AC5    ; Grapheme_Extend
0AC7..0AC8    ; Grapheme_Extend
0ACD          ; Grapheme_Extend
0AE2..0AE3    ; Grapheme_Extend
0AFA..0AFF    ; Grapheme_Extend
0B01          ; Grapheme_Extend
0B3C          ; Grapheme_Extend
0B3E          ; Grapheme_Extend
0B3F          ; Grapheme_Extend
0B41..0B44    ; Grapheme_Extend
0B4D          ; Grapheme_Extend
0B55..0B56    ; Grapheme_Extend
0B57          ; Grapheme_Extend
0B62..0B63    ; Grapheme_Extend
0B82          ; Grapheme_Extend
0BBE          ; Grapheme_Extend
0BC0          ; Grapheme_Extend
0BCD          ; Grapheme_Extend
0BD7          ; Grapheme_Extend
0C00          ; Grapheme_Extend
0C04          ; Grapheme_Extend
0C3C          ; Grapheme_Extend
0C3E..0C40    ; Grapheme_Extend
0C46..0C48    ; Grapheme_Extend
0C4A..0C4D    ; Grapheme_Extend
0C55..0C56    ; Grapheme_Extend
0C62..0C63    ; Grapheme_Extend
0C81          ; Grapheme_Extend
0CBC          ; Grapheme_Extend
0CBF          ; Grapheme_Extend
0CC0          ; Grapheme_Extend
0CC2          ; Grapheme_Extend
0CC6          ; Grapheme_Extend
0CC7..0CC8    ; Grapheme_Extend
0CCA..0CCB    ; Grapheme_Extend
0CCC..0CCD    ; Grapheme_Extend
0CD5..0CD6    ; Grapheme_Extend
0CE2..0CE3    ; Grapheme_Extend
0D00..0D01    ; Grapheme_Extend
0D3B..0D3C    ; Grapheme_Extend
0D3E          ; Grapheme_Extend
0D41..0D44    ; Grapheme_Extend
0D4D          ; Grapheme_Extend
0D57          ; Grapheme_Extend
0D62..0D63    ; Grapheme_Extend
0D81          ; Grapheme_Extend
0DCA          ; Grapheme_Extend
0DCF          ; Grapheme_Extend
0DD2..0DD4    ; Grapheme_Extend
0DD6          ; Grapheme_Extend
0DDF          ; Grapheme_Extend
0E31          ; Grapheme_Extend
0E34..0E3A    ; Grapheme_Extend
0E47..0E4E    ; Grapheme_Extend
0EB1          ; Grapheme_Extend
0EB4..0EBC    ; Grapheme_Extend
0EC8..0ECE    ; Grapheme_Extend
0F18..0F19    ; Grapheme_Extend
0F35          ; Grapheme_Extend
0F37          ; Grapheme_Extend
0F39          ; Grapheme_Extend
0F71..0F7E    ; Grapheme_Extend
0F80..0F84    ; Grapheme_Extend
0F86..0F87    ; Grapheme_Extend
0F8D..0F97    ; Grapheme_Extend
0F99..0FBC    ; Grapheme_Extend
0FC6          ; Grapheme_Extend
102D..1030    ; Grapheme_Extend
1032..1037    ; Grapheme_Extend
1039..103A    ; Grapheme_Extend
103D..103E    ; Grapheme_Extend
1058..1059    ; Grapheme_Extend
105E..1060    ; Grapheme_Extend
1071..1074    ; Grapheme_Extend
1082          ; Grapheme_Extend
1085..1086    ; Grapheme_Extend
108D          ; Grapheme_Extend
109D          ; Grapheme_Extend
135D..135F    ; Grapheme_Extend
1712..1714    ; Grapheme_Extend
1715          ; Grapheme_Extend
1732..1733    ; Grapheme_Extend
1734          ; Grapheme_Extend
1752..1753    ; Grapheme_Extend
1772..1773    ; Grapheme_Extend
17B4..17B5    ; Grapheme_Extend
17B7..17BD    ; Grapheme_Extend
17C6          ; Grapheme_Extend
17C9..17D3    ; Grapheme_Extend
17DD          ; Grapheme_Extend
180B..180D    ; Grapheme_Extend
180F          ; Grapheme_Extend
1885..1886    ; Grapheme_Extend
18A9          ; Grapheme_Extend
1920..1922    ; Grapheme_Extend
1927..1928    ; Grapheme_Extend
1932          ; Grapheme_Extend
1939..193B    ; Grapheme_Extend
1A17..1A18    ; Grapheme_Extend
1A1B          ; Grapheme_Extend
1A56          ; Grapheme_Extend
1A58..1A5E    ; Grapheme_Extend
1A60          ; Grapheme_Extend
1A62          ; Grapheme_Extend
1A65..1A6C    ; Grapheme_Extend
1A73..1A7C    ; Grapheme_Extend
1A7F          ; Grapheme_Extend
1AB0..1ABD    ; Grapheme_Extend
1ABE          ; Grapheme_Extend
1ABF..1ACE    ; Grapheme_Extend
1B00..1B03    ; Grapheme_Extend
1B34          ; Grapheme_Extend
1B35          ; Grapheme_Extend
1B36..1B3A    ; Grapheme_Extend
1B3B          ; Grapheme_Extend
1B3C          ; Grapheme_Extend
1B3D          ; Grapheme_Extend
1B42          ; Grapheme_Extend
1B43..1B44    ; Grapheme_Extend
1B6B..1B73    ; Grapheme_Extend
1B80..1B81    ; Grapheme_Extend
1BA2..1BA5    ; Grapheme_Extend
1BA8..1BA9    ; Grapheme_Extend
1BAA          ; Grapheme_Extend
1BAB..1BAD    ; Grapheme_Extend
1BE6          ; Grapheme_Extend
1BE8..1BE9    ; Grapheme_Extend
1BED          ; Grapheme_Extend
1BEF..1BF1    ; Grapheme_Extend
1BF2..1BF3    ; Grapheme_Extend
1C2C..1C33    ; Grapheme_Extend
1C36..1C37    ; Grapheme_Extend
1CD0..1CD2    ; Grapheme_Extend
1CD4..1CE0    ; Grapheme_Extend
1CE2..1CE8    ; Grapheme_Extend
1CED          ; Grapheme_Extend
1CF4          ; Grapheme_Extend
1CF8..1CF9    ; Grapheme_Extend
1DC0..1DFF    ; Grapheme_Extend
200C          ; Grapheme_Extend
20D0..20DC    ; Grapheme_Extend
20DD..20E0    ; Grapheme_Extend
20E1          ; Grapheme_Extend
20E2..20E4    ; Grapheme_Extend
20E5..20F0    ; Grapheme_Extend
2CEF..2CF1    ; Grapheme_Extend
2D7F          ; Grapheme_Extend
2DE0..2DFF    ; Grapheme_Extend
302A..302D    ; Grapheme_Extend
302E..302F    ; Grapheme_Extend
3099..309A    ; Grapheme_Extend
A66F          ; Grapheme_Extend
A670..A672    ; Grapheme_Extend
A674..A67D    ; Grapheme_Extend
A69E..A69F    ; Grapheme_Extend
A6F0..A6F1    ; Grapheme_Extend
A802          ; Grapheme_Extend
A806          ; Grapheme_Extend
A80B          ; Grapheme_Extend
A825..A826    ; Grapheme_Extend
A82C          ; Grapheme_Extend
A8C4..A8C5    ; Grapheme_Extend
A8E0..A8F1    ; Grapheme_Extend
A8FF          ; Grapheme_Extend
A926..A92D    ; Grapheme_Extend
A947..A951    ; Grapheme_Extend
A953          ; Grapheme_Extend
A980..A982    ; Grapheme_Extend
A9B3          ; Grapheme_Extend
A9B6..A9B9    ; Grapheme_Extend
A9BC..A9BD    ; Grapheme_Extend
A9C0          ; Grapheme_Extend
A9E5          ; Grapheme_Extend
AA29..AA2E    ; Grapheme_Extend
AA31..AA32    ; Grapheme_Extend
AA35..AA36    ; Grapheme_Extend
AA43          ; Grapheme_Extend
AA4C          ; Grapheme_Extend
AA7C          ; Grapheme_Extend
AAB0          ; Grapheme_Extend
AAB2..AAB4    ; Grapheme_Extend
AAB7..AAB8    ; Grapheme_Extend
AABE..AABF    ; Grapheme_Extend
AAC1          ; Grapheme_Extend
AAEC..AAED    ; Grapheme_Extend
AAF6          ; Grapheme_Extend
ABE5          ; Grapheme_Extend
ABE8          ; Grapheme_Extend
ABED          ; Grapheme_Extend
F870..F87F    ; Grapheme_Extend
F884..F899    ; Grapheme_Extend
F89F          ; Grapheme_Extend
FB1E          ; Grapheme_Extend
FE00..FE0F    ; Grapheme_Extend
FE20..FE2F    ; Grapheme_Extend
FF9E..FF9F    ; Grapheme_Extend
101FD         ; Grapheme_Extend
102E0         ; Grapheme_Extend
10376..1037A  ; Grapheme_Extend
10A01..10A03  ; Grapheme_Extend
10A05..10A06  ; Grapheme_Extend
10A0C..10A0F  ; Grapheme_Extend
10A38..10A3A  ; Grapheme_Extend
10A3F         ; Grapheme_Extend
10AE5..10AE6  ; Grapheme_Extend
10D24..10D27  ; Grapheme_Extend
10D69..10D6D  ; Grapheme_Extend
10EAB..10EAC  ; Grapheme_Extend
10EFC..10EFF  ; Grapheme_Extend
10F46..10F50  ; Grapheme_Extend
10F82..10F85  ; Grapheme_Extend
11001         ; Grapheme_Extend
11038..11046  ; Grapheme_Extend
11070         ; Grapheme_Extend
11073..11074  ; Grapheme_Extend
1107F..11081  ; Grapheme_Extend
110B3..110B6  ; Grapheme_Extend
110B9..110BA  ; Grapheme_Extend
110C2         ; Grapheme_Extend
11100..11102  ; Grapheme_Extend
11127..1112B  ; Grapheme_Extend
1112D..11134  ; Grapheme_Extend
11173         ; Grapheme_Extend
11180..11181  ; Grapheme_Extend
111B6..111BE  ; Grapheme_Extend
111C0         ; Grapheme_Extend
111C9..111CC  ; Grapheme_Extend
111CF         ; Grapheme_Extend
1122F..11231  ; Grapheme_Extend
11234         ; Grapheme_Extend
11235         ; Grapheme_Extend
11236..11237  ; Grapheme_Extend
1123E         ; Grapheme_Extend
11241         ; Grapheme_Extend
112DF         ; Grapheme_Extend
112E3..112EA  ; Grapheme_Extend
11300..11301  ; Grapheme_Extend
1133B..1133C  ; Grapheme_Extend
1133E         ; Grapheme_Extend
11340         ; Grapheme_Extend
1134D         ; Grapheme_Extend
11357         ; Grapheme_Extend
11366..1136C  ; Grapheme_Extend
11370..11374  ; Grapheme_Extend
113B8         ; Grapheme_Extend
113BB..113C0  ; Grapheme_Extend
113C2         ; Grapheme_Extend
113C5         ; Grapheme_Extend
113C7..113C9  ; Grapheme_Extend
113CE         ; Grapheme_Extend
113CF         ; Grapheme_Extend
113D0         ; Grapheme_Extend
113D2         ; Grapheme_Extend
113E1..113E2  ; Grapheme_Extend
11438..1143F  ; Grapheme_Extend
11442..11444  ; Grapheme_Extend
11446         ; Grapheme_Extend
1145E         ; Grapheme_Extend
114B0         ; Grapheme_Extend
114B3..114B8  ; Grapheme_Extend
114BA         ; Grapheme_Extend
114BD         ; Grapheme_Extend
114BF..114C0  ; Grapheme_Extend
114C2..114C3  ; Grapheme_Extend
115AF         ; Grapheme_Extend
115B2..115B5  ; Grapheme_Extend
115BC..115BD  ; Grapheme_Extend
115BF..115C0  ; Grapheme_Extend
115DC..115DD  ; Grapheme_Extend
11633..1163A  ; Grapheme_Extend
1163D         ; Grapheme_Extend
1163F..11640  ; Grapheme_Extend
116AB         ; Grapheme_Extend
116AD         ; Grapheme_Extend
116B0..116B5  ; Grapheme_Extend
116B6         ; Grapheme_Extend
116B7         ; Grapheme_Extend
1171D         ; Grapheme_Extend
1171F         ; Grapheme_Extend
11722..11725  ; Grapheme_Extend
11727..1172B  ; Grapheme_Extend
1182F..11837  ; Grapheme_Extend
11839..1183A  ; Grapheme_Extend
11930         ; Grapheme_Extend
1193B..1193C  ; Grapheme_Extend
1193D         ; Grapheme_Extend
1193E         ; Grapheme_Extend
11943         ; Grapheme_Extend
119D4..119D7  ; Grapheme_Extend
119DA..119DB  ; Grapheme_Extend
119E0         ; Grapheme_Extend
11A01..11A0A  ; Grapheme_Extend
11A33..11A38  ; Grapheme_Extend
11A3B..11A3E  ; Grapheme_Extend
11A47         ; Grapheme_Extend
11A51..11A56  ; Grapheme_Extend
11A59..11A5B  ; Grapheme_Extend
11A8A..11A96  ; Grapheme_Extend
11A98..11A99  ; Grapheme_Extend
11C30..11C36  ; Grapheme_Extend
11C38..11C3D  ; Grapheme_Extend
11C3F         ; Grapheme_Extend
11C92..11CA7  ; Grapheme_Extend
11CAA..11CB0  ; Grapheme_Extend
11CB2..11CB3  ; Grapheme_Extend
11CB5..11CB6  ; Grapheme_Extend
11D31..11D36  ; Grapheme_Extend
11D3A         ; Grapheme_Extend
11D3C..11D3D  ; Grapheme_Extend
11D3F..11D45  ; Grapheme_Extend
11D47         ; Grapheme_Extend
11D90..11D91  ; Grapheme_Extend
11D95         ; Grapheme_Extend
11D97         ; Grapheme_Extend
11EF3..11EF4  ; Grapheme_Extend
11F00..11F01  ; Grapheme_Extend
11F36..11F3A  ; Grapheme_Extend
11F40         ; Grapheme_Extend
11F41         ; Grapheme_Extend
11F42         ; Grapheme_Extend
11F5A         ; Grapheme_Extend
13440         ; Grapheme_Extend
13447..13455  ; Grapheme_Extend
1611E..16129  ; Grapheme_Extend
1612D..1612F  ; Grapheme_Extend
16AF0..16AF4  ; Grapheme_Extend
16B30..16B36  ; Grapheme_Extend
16F4F         ; Grapheme_Extend
16F8F..16F92  ; Grapheme_Extend
16FE4         ; Grapheme_Extend
16FF0..16FF1  ; Grapheme_Extend
1BC9D..1BC9E  ; Grapheme_Extend
1CF00..1CF2D  ; Grapheme_Extend
1CF30..1CF46  ; Grapheme_Extend
1D165..1D166  ; Grapheme_Extend
1D167..1D169  ; Grapheme_Extend
1D16D..1D172  ; Grapheme_Extend
1D17B..1D182  ; Grapheme_Extend
1D185..1D18B  ; Grapheme_Extend
1D1AA..1D1AD  ; Grapheme_Extend
1D242..1D244  ; Grapheme_Extend
1DA00..1DA36  ; Grapheme_Extend
1DA3B..1DA6C  ; Grapheme_Extend
1DA75         ; Grapheme_Extend
1DA84         ; Grapheme_Extend
1DA9B..1DA9F  ; Grapheme_Extend
1DAA1..1DAAF  ; Grapheme_Extend
1E000..1E006  ; Grapheme_Extend
1E008..1E018  ; Grapheme_Extend
1E01B..1E021  ; Grapheme_Extend
1E023..1E024  ; Grapheme_Extend
1E026..1E02A  ; Grapheme_Extend
1E08F         ; Grapheme_Extend
1E130..1E136  ; Grapheme_Extend
1E2AE         ; Grapheme_Extend
1E2EC..1E2EF  ; Grapheme_Extend
1E4EC..1E4EF  ; Grapheme_Extend
1E5EE..1E5EF  ; Grapheme_Extend
1E8D0..1E8D6  ; Grapheme_Extend
1E944..1E94A  ; Grapheme_Extend
E0020..E007F  ; Grapheme_Extend
E0100..E01EF  ; Grapheme_Extend

# Total code points: 2193

# ================================================

# Derived Property: Grapheme_Base
#  Generated from: [0..10FFFF] - Cc - Cf - Cs - Co - Cn - Zl - Zp - Grapheme_Extend
#  Note: depending on an application's interpretation of Co (private use),
#  they may be either in Grapheme_Base, or in Grapheme_Extend, or in neither.

0020          ; Grapheme_Base
0021..0023    ; Grapheme_Base
0024          ; Grapheme_Base
0025..0027    ; Grapheme_Base
0028          ; Grapheme_Base
0029          ; Grapheme_Base
002A          ; Grapheme_Base
002B          ; Grapheme_Base
002C          ; Grapheme_Base
002D          ; Grapheme_Base
002E..002F    ; Grapheme_Base
0030..0039    ; Grapheme_Base
003A..003B    ; Grapheme_Base
003C..003E    ; Grapheme_Base
003F..0040    ; Grapheme_Base
0041..005A    ; Grapheme_Base
005B          ; Grapheme_Base
005C          ; Grapheme_Base
005D          ; Grapheme_Base
005E          ; Grapheme_Base
005F          ; Grapheme_Base
0060          ; Grapheme_Base
0061..007A    ; Grapheme_Base
007B          ; Grapheme_Base
007C          ; Grapheme_Base
007D          ; Grapheme_Base
007E          ; Grapheme_Base
00A0          ; Grapheme_Base
00A1          ; Grapheme_Base
00A2..00A5    ; Grapheme_Base
00A6          ; Grapheme_Base
00A7          ; Grapheme_Base
00A8          ; Grapheme_Base
00A9          ; Grapheme_Base
00AA          ; Grapheme_Base
00AB          ; Grapheme_Base
00AC          ; Grapheme_Base
00AE          ; Grapheme_Base
00AF          ; Grapheme_Base
00B0          ; Grapheme_Base
00B1          ; Grapheme_Base
00B2..00B3    ; Grapheme_Base
00B4          ; Grapheme_Base
00B5          ; Grapheme_Base
00B6..00B7    ; Grapheme_Base
00B8          ; Grapheme_Base
00B9          ; Grapheme_Base
00BA          ; Grapheme_Base
00BB          ; Grapheme_Base
00BC..00BE    ; Grapheme_Base
00BF          ; Grapheme_Base
00C0..00D6    ; Grapheme_Base
00D7          ; Grapheme_Base
00D8..00F6    ; Grapheme_Base
00F7          ; Grapheme_Base
00F8..01BA    ; Grapheme_Base
01BB          ; Grapheme_Base
01BC..01BF    ; Grapheme_Base
01C0..01C3    ; Grapheme_Base
01C4..0293    ; Grapheme_Base
0294          ; Grapheme_Base
0295..02AF    ; Grapheme_Base
02B0..02C1    ; Grapheme_Base
02C2..02C5    ; Grapheme_Base
02C6..02D1    ; Grapheme_Base
02D2..02DF    ; Grapheme_Base
02E0..02E4    ; Grapheme_Base
02E5..02EB    ; Grapheme_Base
02EC          ; Grapheme_Base
02ED          ; Grapheme_Base
02EE          ; Grapheme_Base
02EF..02FF    ; Grapheme_Base
0370..0373    ; Grapheme_Base
0374          ; Grapheme_Base
0375          ; Grapheme_Base
0376..0377    ; Grapheme_Base
037A          ; Grapheme_Base
037B..037D    ; Grapheme_Base
037E          ; Grapheme_Base
037F          ; Grapheme_Base
0384..0385    ; Grapheme_Base
0386          ; Grapheme_Base
0387          ; Grapheme_Base
0388..038A    ; Grapheme_Base
038C          ; Grapheme_Base
038E..03A1    ; Grapheme_Base
03A3..03F5    ; Grapheme_Base
03F6          ; Grapheme_Base
03F7..0481    ; Grapheme_Base
0482          ; Grapheme_Base
048A..052F    ; Grapheme_Base
0531..0556    ; Grapheme_Base
0559          ; Grapheme_Base
055A..055F    ; Grapheme_Base
0560..0588    ; Grapheme_Base
0589          ; Grapheme_Base
058A          ; Grapheme_Base
058D..058E    ; Grapheme_Base
058F          ; Grapheme_Base
05BE          ; Grapheme_Base
05C0          ; Grapheme_Base
05C3          ; Grapheme_Base
05C6          ; Grapheme_Base
05D0..05EA    ; Grapheme_Base
05EF..05F2    ; Grapheme_Base
05F3..05F4    ; Grapheme_Base
0606..0608    ; Grapheme_Base
0609..060A    ; Grapheme_Base
060B          ; Grapheme_Base
060C..060D    ; Grapheme_Base
060E..060F    ; Grapheme_Base
061B          ; Grapheme_Base
061D..061F    ; Grapheme_Base
0620..063F    ; Grapheme_Base
0640          ; Grapheme_Base
0641..064A    ; Grapheme_Base
0660..0669    ; Grapheme_Base
066A..066D    ; Grapheme_Base
066E..066F    ; Grapheme_Base
0671..06D3    ; Grapheme_Base
06D4          ; Grapheme_Base
06D5          ; Grapheme_Base
06DE          ; Grapheme_Base
06E5..06E6    ; Grapheme_Base
06E9          ; Grapheme_Base
06EE..06EF    ; Grapheme_Base
06F0..06F9    ; Grapheme_Base
06FA..06FC    ; Grapheme_Base
06FD..06FE    ; Grapheme_Base
06FF          ; Grapheme_Base
0700..070D    ; Grapheme_Base
0710          ; Grapheme_Base
0712..072F    ; Grapheme_Base
074D..07A5    ; Grapheme_Base
07B1          ; Grapheme_Base
07C0..07C9    ; Grapheme_Base
07CA..07EA    ; Grapheme_Base
07F4..07F5    ; Grapheme_Base
07F6          ; Grapheme_Base
07F7..07F9    ; Grapheme_Base
07FA          ; Grapheme_Base
07FE..07FF    ; Grapheme_Base
0800..0815    ; Grapheme_Base
081A          ; Grapheme_Base
0824          ; Grapheme_Base
0828          ; Grapheme_Base
0830..083E    ; Grapheme_Base
0840..0858    ; Grapheme_Base
085E          ; Grapheme_Base
0860..086A    ; Grapheme_Base
0870..0887    ; Grapheme_Base
0888          ; Grapheme_Base
0889..088E    ; Grapheme_Base
08A0..08C8    ; Grapheme_Base
08C9          ; Grapheme_Base
0903          ; Grapheme_Base
0904..0939    ; Grapheme_Base
093B          ; Grapheme_Base
093D          ; Grapheme_Base
093E..0940    ; Grapheme_Base
0949..094C    ; Grapheme_Base
094E..094F    ; Grapheme_Base
0950          ; Grapheme_Base
0958..0961    ; Grapheme_Base
0964..0965    ; Grapheme_Base
0966..096F    ; Grapheme_Base
0970          ; Grapheme_Base
0971          ; Grapheme_Base
0972..0980    ; Grapheme_Base
0982..0983    ; Grapheme_Base
0985..098C    ; Grapheme_Base
098F..0990    ; Grapheme_Base
0993..09A8    ; Grapheme_Base
09AA..09B0    ; Grapheme_Base
09B2          ; Grapheme_Base
09B6..09B9    ; Grapheme_Base
09BD          ; Grapheme_Base
09BF..09C0    ; Grapheme_Base
09C7..09C8    ; Grapheme_Base
09CB..09CC    ; Grapheme_Base
09CE          ; Grapheme_Base
09DC..09DD    ; Grapheme_Base
09DF..09E1    ; Grapheme_Base
09E6..09EF    ; Grapheme_Base
09F0..09F1    ; Grapheme_Base
09F2..09F3    ; Grapheme_Base
09F4..09F9    ; Grapheme_Base
09FA          ; Grapheme_Base
09FB          ; Grapheme_Base
09FC          ; Grapheme_Base
09FD          ; Grapheme_Base
0A03          ; Grapheme_Base
0A05..0A0A    ; Grapheme_Base
0A0F..0A10    ; Grapheme_Base
0A13..0A28    ; Grapheme_Base
0A2A..0A30    ; Grapheme_Base
0A32..0A33    ; Grapheme_Base
0A35..0A36    ; Grapheme_Base
0A38..0A39    ; Grapheme_Base
0A3E..0A40    ; Grapheme_Base
0A59..0A5C    ; Grapheme_Base
0A5E          ; Grapheme_Base
0A66..0A6F    ; Grapheme_Base
0A72..0A74    ; Grapheme_Base
0A76          ; Grapheme_Base
0A83          ; Grapheme_Base
0A85..0A8D    ; Grapheme_Base
0A8F..0A91    ; Grapheme_Base
0A93..0AA8    ; Grapheme_Base
0AAA..0AB0    ; Grapheme_Base
0AB2..0AB3    ; Grapheme_Base
0AB5..0AB9    ; Grapheme_Base
0ABD          ; Grapheme_Base
0ABE..0AC0    ; Grapheme_Base
0AC9          ; Grapheme_Base
0ACB..0ACC    ; Grapheme_Base
0AD0          ; Grapheme_Base
0AE0..0AE1    ; Grapheme_Base
0AE6..0AEF    ; Grapheme_Base
0AF0          ; Grapheme_Base
0AF1          ; Grapheme_Base
0AF9          ; Grapheme_Base
0B02..0B03    ; Grapheme_Base
0B05..0B0C    ; Grapheme_Base
0B0F..0B10    ; Grapheme_Base
0B13..0B28    ; Grapheme_Base
0B2A..0B30    ; Grapheme_Base
0B32..0B33    ; Grapheme_Base
0B35..0B39    ; Grapheme_Base
0B3D          ; Grapheme_Base
0B40          ; Grapheme_Base
0B47..0B48    ; Grapheme_Base
0B4B..0B4C    ; Grapheme_Base
0B5C..0B5D    ; Grapheme_Base
0B5F..0B61    ; Grapheme_Base
0B66..0B6F    ; Grapheme_Base
0B70          ; Grapheme_Base
0B71          ; Grapheme_Base
0B72..0B77    ; Grapheme_Base
0B83          ; Grapheme_Base
0B85..0B8A    ; Grapheme_Base
0B8E..0B90    ; Grapheme_Base
0B92..0B95    ; Grapheme_Base
0B99..0B9A    ; Grapheme_Base
0B9C          ; Grapheme_Base
0B9E..0B9F    ; Grapheme_Base
0BA3..0BA4    ; Grapheme_Base
0BA8..0BAA    ; Grapheme_Base
0BAE..0BB9    ; Grapheme_Base
0BBF          ; Grapheme_Base
0BC1..0BC2    ; Grapheme_Base
0BC6..0BC8    ; Grapheme_Base
0BCA..0BCC    ; Grapheme_Base
0BD0          ; Grapheme_Base
0BE6..0BEF    ; Grapheme_Base
0BF0..0BF2    ; Grapheme_Base
0BF3..0BF8    ; Grapheme_Base
0BF9          ; Grapheme_Base
0BFA          ; Grapheme_Base
0C01..0C03    ; Grapheme_Base
0C05..0C0C    ; Grapheme_Base
0C0E..0C10    ; Grapheme_Base
0C12..0C28    ; Grapheme_Base
0C2A..0C39    ; Grapheme_Base
0C3D          ; Grapheme_Base
0C41..0C44    ; Grapheme_Base
0C58..0C5A    ; Grapheme_Base
0C5D          ; Grapheme_Base
0C60..0C61    ; Grapheme_Base
0C66..0C6F    ; Grapheme_Base
0C77          ; Grapheme_Base
0C78..0C7E    ; Grapheme_Base
0C7F          ; Grapheme_Base
0C80          ; Grapheme_Base
0C82..0C83    ; Grapheme_Base
0C84          ; Grapheme_Base
0C85..0C8C    ; Grapheme_Base
0C8E..0C90    ; Grapheme_Base
0C92..0CA8    ; Grapheme_Base
0CAA..0CB3    ; Grapheme_Base
0CB5..0CB9    ; Grapheme_Base
0CBD          ; Grapheme_Base
0CBE          ; Grapheme_Base
0CC1          ; Grapheme_Base
0CC3..0CC4    ; Grapheme_Base
0CDD..0CDE    ; Grapheme_Base
0CE0..0CE1    ; Grapheme_Base
0CE6..0CEF    ; Grapheme_Base
0CF1..0CF2    ; Grapheme_Base
0CF3          ; Grapheme_Base
0D02..0D03    ; Grapheme_Base
0D04..0D0C    ; Grapheme_Base
0D0E..0D10    ; Grapheme_Base
0D12..0D3A    ; Grapheme_Base
0D3D          ; Grapheme_Base
0D3F..0D40    ; Grapheme_Base
0D46..0D48    ; Grapheme_Base
0D4A..0D4C    ; Grapheme_Base
0D4E          ; Grapheme_Base
0D4F          ; Grapheme_Base
0D54..0D56    ; Grapheme_Base
0D58..0D5E    ; Grapheme_Base
0D5F..0D61    ; Grapheme_Base
0D66..0D6F    ; Grapheme_Base
0D70..0D78    ; Grapheme_Base
0D79          ; Grapheme_Base
0D7A..0D7F    ; Grapheme_Base
0D82..0D83    ; Grapheme_Base
0D85..0D96    ; Grapheme_Base
0D9A..0DB1    ; Grapheme_Base
0DB3..0DBB    ; Grapheme_Base
0DBD          ; Grapheme_Base
0DC0..0DC6    ; Grapheme_Base
0DD0..0DD1    ; Grapheme_Base
0DD8..0DDE    ; Grapheme_Base
0DE6..0DEF    ; Grapheme_Base
0DF2..0DF3    ; Grapheme_Base
0DF4          ; Grapheme_Base
0E01..0E30    ; Grapheme_Base
0E32..0E33    ; Grapheme_Base
0E3F          ; Grapheme_Base
0E40..0E45    ; Grapheme_Base
0E46          ; Grapheme_Base
0E4F          ; Grapheme_Base
0E50..0E59    ; Grapheme_Base
0E5A..0E5B    ; Grapheme_Base
0E81..0E82    ; Grapheme_Base
0E84          ; Grapheme_Base
0E86..0E8A    ; Grapheme_Base
0E8C..0EA3    ; Grapheme_Base
0EA5          ; Grapheme_Base
0EA7..0EB0    ; Grapheme_Base
0EB2..0EB3    ; Grapheme_Base
0EBD          ; Grapheme_Base
0EC0..0EC4    ; Grapheme_Base
0EC6          ; Grapheme_Base
0ED0..0ED9    ; Grapheme_Base
0EDC..0EDF    ; Grapheme_Base
0F00          ; Grapheme_Base
0F01..0F03    ; Grapheme_Base
0F04..0F12    ; Grapheme_Base
0F13          ; Grapheme_Base
0F14          ; Grapheme_Base
0F15..0F17    ; Grapheme_Base
0F1A..0F1F    ; Grapheme_Base
0F20..0F29    ; Grapheme_Base
0F2A..0F33    ; Grapheme_Base
0F34          ; Grapheme_Base
0F36          ; Grapheme_Base
0F38          ; Grapheme_Base
0F3A          ; Grapheme_Base
0F3B          ; Grapheme_Base
0F3C          ; Grapheme_Base
0F3D          ; Grapheme_Base
0F3E..0F3F    ; Grapheme_Base
0F40..0F47    ; Grapheme_Base
0F49..0F6C    ; Grapheme_Base
0F7F          ; Grapheme_Base
0F85          ; Grapheme_Base
0F88..0F8C    ; Grapheme_Base
0FBE..0FC5    ; Grapheme_Base
0FC7..0FCC    ; Grapheme_Base
0FCE..0FCF    ; Grapheme_Base
0FD0..0FD4    ; Grapheme_Base
0FD5..0FD8    ; Grapheme_Base
0FD9..0FDA    ; Grapheme_Base
1000..102A    ; Grapheme_Base
